Store ID,Store Name,Store Size,Region/Zone,Product_id,Category,Location,Purchase Amount (USD),Promo_code,Discount,Date,Previous Purchases,Age,Gender,Review Rating,Customer_ID
1218,Store_1218,Large,East,49,Footwear,"Florida, Suburban",184.877,0,25,2023-11-12 03:34:05,5,45,Female,2,224
1647,Store_1647,Medium,West,66,Accessories,"Texas, Suburban",79.94,1,5,2022-09-03 11:30:33,10,65,Female,2,440
1546,Store_1546,Medium,East,77,Accessories,"California, Urban",269.85699999999997,1,10,2022-07-13 20:59:47,9,45,Male,2,449
1657,Store_1657,Small,South,65,Accessories,"Florida, Urban",410.829,1,15,2023-09-16 20:56:19,10,55,Male,3,103
1182,Store_1182,Medium,North,15,Clothing,"Florida, Suburban",72.012,0,15,2020-08-13 14:20:20,7,25,Male,5,381
1077,Store_1077,Medium,South,7,Clothing,"California, Urban",109.008,0,10,2023-03-15 20:34:01,7,35,Male,4,12
1307,Store_1307,Medium,East,14,Clothing,"California, Coastal",72.724,1,20,2025-02-13 19:20:13,12,18,Male,3,430
1764,Store_1764,Large,East,80,Accessories,"New York, Suburban",13.715000000000002,0,10,2022-01-03 13:11:00,10,55,Female,3,422
1327,Store_1327,Medium,South,18,Clothing,"Illinois, Rural",562.62,0,10,2022-01-23 07:07:10,10,18,Female,9,150
1944,Store_1944,Large,North,77,Accessories,"Florida, Coastal",556.988,1,0,2025-02-11 14:07:25,11,55,Male,4,457
1903,Store_1903,Medium,South,18,Clothing,"Florida, Suburban",,,25,2023-03-02 00:06:49,12,,,,62
1420,Store_1420,Medium,South,2,Clothing,"California, Coastal",361.648,1,30,2024-10-13 08:15:54,12,18,Female,4,89
1235,Store_1235,Large,East,38,Electronics,"California, Urban",604.1850000000001,0,20,2020-10-22 16:04:13,10,45,Male,4,405
1833,Store_1833,Large,East,54,Footwear,"Illinois, Suburban",208.56,0,30,2024-03-15 02:49:51,16,45,Male,7,62
1848,Store_1848,Large,East,64,Accessories,"California, Coastal",483.769,0,15,2022-04-10 07:44:21,15,55,Female,1,484
1588,Store_1588,Large,North,27,Electronics,"Texas, Urban",,,15,2022-04-29 10:52:47,6,,,,35
1885,Store_1885,Large,East,7,Clothing,"Texas, Suburban",315.20799999999997,1,25,2024-03-17 19:56:26,17,18,Female,4,455
1461,Store_1461,Large,East,61,Accessories,"Texas, Rural",578.682,0,15,2020-12-04 11:35:40,4,65,Female,2,429
1936,Store_1936,Large,East,8,Clothing,"Texas, Suburban",135.468,0,0,2023-11-28 12:37:44,14,18,Male,9,147
1584,Store_1584,Large,North,60,Footwear,"Illinois, Rural",496.88100000000003,0,20,2021-01-03 16:30:47,8,35,Female,2,133
1538,Store_1538,Small,East,30,Electronics,"Florida, Coastal",617.035,1,5,2022-01-31 14:46:15,15,25,Female,4,159
1915,Store_1915,Large,East,49,Footwear,"Texas, Urban",463.793,0,10,2020-10-06 03:49:09,7,25,Female,4,431
1037,Store_1037,Medium,East,27,Electronics,"California, Suburban",18.299999999999997,0,20,2023-01-08 23:10:05,16,18,Female,5,334
1765,Store_1765,Large,East,3,Clothing,"Texas, Suburban",412.216,1,10,2020-12-31 11:25:52,11,18,Female,5,65
1907,Store_1907,Medium,South,52,Footwear,"Illinois, Urban",,,25,2024-08-25 20:55:16,9,,,,85
1425,Store_1425,Medium,North,43,Footwear,"California, Urban",346.86400000000003,1,20,2021-12-02 11:04:07,6,35,Female,3,232
1597,Store_1597,Large,North,5,Clothing,"Texas, Rural",61.188,0,30,2022-08-05 05:24:36,11,35,Male,2,231
1868,Store_1868,Small,South,47,Footwear,"Florida, Suburban",148.45700000000002,1,5,2025-09-23 23:44:49,9,35,Male,2,244
1433,Store_1433,Large,North,72,Accessories,"California, Coastal",236.769,0,10,2023-11-03 23:17:00,7,55,Female,2,118
1358,Store_1358,Medium,North,37,Electronics,"California, Coastal",553.045,1,20,2025-09-29 16:38:50,6,35,Male,3,397
1030,Store_1030,Small,East,34,Electronics,"Florida, Urban",421.395,0,15,2025-03-23 14:20:54,10,25,Female,1,127
1204,Store_1204,Large,East,23,Electronics,"California, Coastal",35.755,1,20,2022-08-21 09:07:10,10,25,Male,3,232
1704,Store_1704,Small,East,61,Accessories,"Texas, Suburban",236.252,1,25,2023-10-15 16:03:42,12,45,Female,7,420
1741,Store_1741,Large,South,38,Electronics,"California, Suburban",705.87,0,10,2024-09-09 10:39:57,7,45,Male,2,328
1180,Store_1180,Medium,North,14,Clothing,"Texas, Urban",117.75599999999999,0,30,2020-05-02 06:19:21,12,25,Male,4,306
1756,Store_1756,Large,South,53,Footwear,"Florida, Urban",148.622,1,20,2023-06-26 04:19:46,7,25,Female,2,310
1039,Store_1039,Large,East,72,Accessories,"New York, Downtown",208.806,0,25,2022-11-22 22:08:32,7,45,Female,2,433
1840,Store_1840,Large,South,25,Electronics,"Florida, Coastal",211.965,0,5,2020-12-25 07:27:24,10,35,Female,4,379
1422,Store_1422,Large,South,3,Clothing,"Texas, Urban",83.58,0,15,2024-05-05 08:39:07,13,35,Male,5,445
1905,Store_1905,Small,North,54,Footwear,"Illinois, Suburban",189.52,1,20,2024-04-13 01:11:05,6,25,Female,4,89
1156,Store_1156,Large,East,47,Footwear,"Florida, Coastal",301.752,0,0,2025-07-27 00:28:36,15,25,Female,3,298
1167,Store_1167,Large,South,67,Accessories,"Illinois, Rural",443.157,0,15,2025-05-17 16:01:09,9,65,Female,4,59
1669,Store_1669,Medium,South,77,Accessories,"Illinois, Rural",432.5,1,20,2023-10-15 05:34:24,15,45,Female,1,487
1641,Store_1641,Large,East,66,Accessories,"Texas, Suburban",116.62299999999999,0,0,2024-12-24 23:49:15,5,65,Female,4,401
1081,Store_1081,Large,East,15,Clothing,"Texas, Rural",373.344,0,20,2020-06-29 16:58:31,11,18,Female,3,18
1667,Store_1667,Large,South,19,Clothing,"New York, Suburban",232.696,1,30,2025-12-17 23:22:23,8,25,Female,4,358
1686,Store_1686,Small,East,75,Accessories,"California, Coastal",546.51,1,0,2023-01-15 00:59:27,7,45,Female,4,15
1799,Store_1799,Small,South,27,Electronics,"Florida, Coastal",281.37,0,25,2025-10-18 19:23:23,9,18,Female,4,389
1599,Store_1599,Small,West,45,Footwear,"Texas, Rural",547.3720000000001,1,10,2023-10-01 03:15:37,9,25,Female,6,209
1101,Store_1101,Medium,East,55,Footwear,"Florida, Coastal",342.386,0,0,2021-05-27 21:26:30,7,45,Male,4,274
1759,Store_1759,Small,East,20,Clothing,"Illinois, Rural",274.23999999999995,1,10,2023-06-12 12:53:35,13,18,Male,3,244
1717,Store_1717,Large,North,53,Footwear,"California, Urban",282.172,0,10,2024-11-27 12:51:13,8,25,Male,2,389
1088,Store_1088,Medium,East,27,Electronics,"New York, Industrial",154.32999999999998,1,5,2021-06-22 14:14:46,12,18,Male,2,62
1344,Store_1344,Large,East,53,Footwear,"Florida, Suburban",377.59700000000004,0,20,2024-02-15 13:38:52,11,45,Female,1,445
1799,Store_1799,Large,East,13,Clothing,"California, Urban",578.28,0,15,2020-11-03 22:56:40,8,25,Female,3,334
1922,Store_1922,Medium,East,13,Clothing,"New York, Suburban",314.796,0,10,2020-03-03 07:55:11,7,35,Female,2,470
1309,Store_1309,Small,South,28,Electronics,"Florida, Suburban",754.375,1,10,2022-05-12 20:27:15,16,18,Female,4,403
1607,Store_1607,Large,South,25,Electronics,"California, Suburban",135.595,1,30,2020-08-13 22:53:16,19,18,Male,3,72
1439,Store_1439,Large,East,44,Footwear,"Texas, Urban",364.71700000000004,1,15,2023-06-30 20:07:35,3,25,Female,4,143
1158,Store_1158,Large,South,57,Footwear,"Florida, Coastal",386.398,1,0,2020-08-28 09:16:26,14,35,Female,4,450
1113,Store_1113,Large,North,20,Clothing,"California, Urban",205.288,1,25,2022-09-03 09:15:22,10,35,Male,4,452
1535,Store_1535,Medium,South,34,Electronics,"New York, Industrial",273.40500000000003,0,20,2024-11-05 20:33:18,14,35,Female,2,467
1162,Store_1162,Medium,North,31,Electronics,"California, Coastal",719.92,1,5,2020-12-12 04:15:09,13,45,Female,2,267
1285,Store_1285,Large,East,30,Electronics,"Texas, Suburban",474.77500000000003,1,5,2025-09-15 07:54:26,6,25,Female,3,66
1864,Store_1864,Small,East,41,Footwear,"Florida, Suburban",442.245,1,10,2024-02-03 21:52:12,8,45,Female,1,436
1054,Store_1054,Medium,East,27,Electronics,"Florida, Urban",548.595,0,5,2023-06-02 10:22:03,14,45,Male,4,404
1575,Store_1575,Small,East,6,Clothing,"Florida, Suburban",371.256,0,20,2022-10-03 17:30:02,4,25,Female,1,101
1032,Store_1032,Large,East,7,Clothing,"Texas, Suburban",40.152,0,5,2024-04-23 03:55:13,14,25,Female,4,245
1557,Store_1557,Large,East,55,Footwear,"New York, Industrial",368.19200000000006,0,15,2025-08-09 22:48:18,16,45,Male,4,375
1730,Store_1730,Large,North,66,Accessories,"Florida, Coastal",232.713,0,15,2024-07-16 12:15:06,7,55,Female,4,461
1992,Store_1992,Medium,East,58,Footwear,"New York, Industrial",263.802,0,15,2025-01-14 21:08:22,10,35,Male,3,42
1800,Store_1800,Large,East,62,Accessories,"California, Coastal",555.373,0,20,2025-12-10 06:21:22,11,55,Female,3,158
1195,Store_1195,Large,East,29,Electronics,"New York, Downtown",737.005,1,15,2020-08-29 21:21:58,5,45,Female,3,113
1764,Store_1764,Large,South,46,Footwear,"New York, Industrial",385.22,0,5,2020-05-13 04:54:58,10,35,Male,2,375
1447,Store_1447,Large,North,17,Clothing,"Florida, Coastal",148.404,0,10,2022-05-22 07:35:48,18,35,Male,4,372
1797,Store_1797,Small,West,31,Electronics,"Illinois, Rural",258.505,1,10,2022-12-30 10:01:37,12,35,Male,4,179
1747,Store_1747,Large,West,4,Clothing,"Illinois, Suburban",93.204,0,15,2025-09-05 13:27:54,11,35,Male,3,102
1590,Store_1590,Small,East,27,Electronics,"Texas, Rural",441.81000000000006,0,15,2024-10-18 01:19:53,10,35,Female,3,217
1924,Store_1924,Small,West,55,Footwear,"Texas, Suburban",522.2260000000001,1,15,2024-05-27 02:29:55,6,45,Male,2,331
1957,Store_1957,Medium,North,77,Accessories,"Illinois, Urban",529.568,0,15,2024-08-12 10:05:45,8,35,Female,1,197
1091,Store_1091,Medium,North,32,Electronics,"California, Urban",4145.7,0,0,2025-08-08 19:22:55,8,45,Female,3,229
1607,Store_1607,Large,East,73,Accessories,"Florida, Urban",612.677,0,15,2022-08-06 08:45:24,8,65,Male,1,21
1227,Store_1227,Large,North,33,Electronics,"Florida, Coastal",674.115,0,20,2024-01-13 18:05:16,6,18,Male,2,147
1285,Store_1285,Large,North,8,Clothing,"California, Suburban",234.316,1,25,2023-05-06 19:58:47,7,35,Male,2,192
1873,Store_1873,Medium,East,7,Clothing,"California, Coastal",345.268,1,0,2025-03-19 16:33:44,8,35,Male,4,14
1234,Store_1234,Large,East,24,Electronics,"Illinois, Urban",232.53000000000003,0,25,2023-10-04 23:46:10,6,35,Male,2,398
1101,Store_1101,Large,South,63,Accessories,"Texas, Rural",28.59,1,25,2022-08-18 01:40:13,11,65,Male,2,429
1763,Store_1763,Large,East,57,Footwear,"California, Suburban",254.18800000000005,0,15,2020-11-06 02:52:28,9,35,Female,2,143
1139,Store_1139,Medium,East,56,Footwear,"Texas, Rural",425.30500000000006,1,10,2023-05-17 07:00:50,7,25,Female,2,420
1834,Store_1834,Small,East,19,Clothing,"New York, Suburban",384.888,0,25,2025-11-28 23:13:12,9,25,Male,4,127
1654,Store_1654,Large,East,42,Footwear,"Florida, Urban",520.5540000000001,1,10,2020-08-11 06:25:16,8,25,Female,2,254
1751,Store_1751,Large,West,14,Clothing,"Illinois, Urban",415.23599999999993,0,15,2023-08-16 20:40:16,10,18,Female,4,155
1265,Store_1265,Large,East,56,Footwear,"Florida, Coastal",97.14200000000001,1,10,2025-09-15 02:49:09,10,45,Male,1,381
1341,Store_1341,Small,North,37,Electronics,"Illinois, Urban",211.11,0,25,2022-03-16 14:45:22,9,35,Female,3,408
1572,Store_1572,Large,South,4,Clothing,"New York, Suburban",95.704,1,10,2024-03-20 04:05:50,4,25,Male,3,415
1534,Store_1534,Medium,North,8,Clothing,"Florida, Suburban",479.304,0,10,2021-12-07 22:39:56,11,25,Male,4,35
1522,Store_1522,Medium,North,29,Electronics,"New York, Suburban",713.76,0,10,2021-12-21 11:20:24,15,35,Male,3,91
1015,Store_1015,Large,South,16,Clothing,"Illinois, Suburban",155.044,1,25,2021-09-01 21:28:14,14,35,Male,3,145
1560,Store_1560,Large,South,56,Footwear,"California, Suburban",433.62100000000004,1,10,2023-12-27 13:19:12,13,25,Female,4,339
1877,Store_1877,Large,South,57,Footwear,"Florida, Urban",246.543,0,10,2022-01-23 14:05:03,10,25,Male,4,271
1335,Store_1335,Small,North,3,Clothing,"New York, Downtown",220.87199999999999,0,20,2024-11-11 14:49:19,11,35,Female,3,464
1909,Store_1909,Medium,South,57,Footwear,"Florida, Suburban",552.927,1,10,2021-05-15 19:54:11,7,25,Female,4,375
1389,Store_1389,Small,South,78,Accessories,"Florida, Urban",233.32399999999998,0,15,2022-01-11 02:14:45,9,45,Male,4,40
1169,Store_1169,Medium,South,18,Clothing,"Florida, Coastal",400.67999999999995,0,25,2023-05-03 20:19:14,13,18,Female,5,175
1912,Store_1912,Large,North,26,Electronics,"Texas, Rural",548.905,1,5,2022-02-22 13:59:30,14,35,Female,2,462
1118,Store_1118,Large,South,66,Accessories,"New York, Suburban",515.414,1,15,2023-05-10 02:02:54,10,35,Female,2,416
1990,Store_1990,Large,East,1,Clothing,"New York, Suburban",518.856,0,15,2025-08-06 15:05:39,9,35,Male,3,169
1041,Store_1041,Large,North,36,Electronics,"Florida, Urban",431.145,0,15,2021-01-28 09:40:47,10,18,Female,5,71
1009,Store_1009,Large,East,57,Footwear,"California, Urban",346.765,1,25,2025-03-09 00:47:55,10,35,Male,8,385
1429,Store_1429,Large,East,24,Electronics,"Florida, Suburban",537.6899999999999,0,30,2021-09-13 14:54:21,7,25,Female,5,219
1467,Store_1467,Medium,North,76,Accessories,"Texas, Urban",117.83500000000001,1,20,2022-11-18 02:44:23,4,55,Male,4,318
1048,Store_1048,Medium,North,60,Footwear,"Illinois, Suburban",118.822,0,0,2024-02-27 04:35:14,9,45,Female,2,158
1776,Store_1776,Small,South,2,Clothing,"Texas, Rural",461.412,0,5,2022-02-11 13:53:23,7,35,Female,4,378
1206,Store_1206,Large,East,52,Footwear,"California, Suburban",83.743,0,5,2022-09-29 19:56:52,12,25,Female,8,280
1678,Store_1678,Large,West,16,Clothing,"Florida, Suburban",426.82,1,15,2020-12-08 10:42:50,15,18,Male,4,478
1513,Store_1513,Large,North,6,Clothing,"New York, Industrial",41.056,1,0,2021-01-15 16:39:32,12,18,Female,4,339
1579,Store_1579,Large,North,36,Electronics,"Florida, Urban",263.1,0,15,2024-05-18 00:50:09,9,25,Female,4,166
1819,Store_1819,Large,South,27,Electronics,"California, Urban",501.75,0,20,2024-01-15 10:59:27,10,35,Male,4,115
1983,Store_1983,Medium,South,34,Electronics,"New York, Downtown",544.4350000000001,1,10,2022-03-08 18:42:05,8,18,Female,4,489
1209,Store_1209,Medium,East,63,Accessories,"Texas, Urban",414.388,0,15,2020-07-14 18:53:27,8,45,Female,2,334
1138,Store_1138,Medium,West,61,Accessories,"Illinois, Rural",304.255,1,0,2022-06-03 22:21:48,7,65,Female,3,124
1036,Store_1036,Large,East,37,Electronics,"Illinois, Rural",212.185,1,0,2023-11-15 02:40:48,15,35,Female,3,204
1217,Store_1217,Small,East,80,Accessories,"Florida, Urban",403.676,0,15,2025-06-03 22:12:47,12,65,Female,2,473
1455,Store_1455,Large,South,44,Footwear,"Texas, Rural",110.70400000000001,0,0,2022-09-27 13:52:44,12,35,Female,3,9
1511,Store_1511,Large,South,47,Footwear,"California, Suburban",53.483000000000004,1,20,2024-09-11 12:45:02,11,45,Male,4,325
1277,Store_1277,Medium,East,67,Accessories,"Illinois, Rural",25.493,0,5,2020-05-04 00:04:38,6,35,Female,2,46
1179,Store_1179,Large,East,64,Accessories,"Texas, Rural",183.547,0,25,2020-09-29 07:31:33,2,45,Female,4,227
1516,Store_1516,Large,South,47,Footwear,"Florida, Suburban",37.148,1,25,2022-02-25 20:28:03,7,35,Female,5,421
1129,Store_1129,Large,South,8,Clothing,"New York, Suburban",168.532,1,5,2021-01-25 05:26:24,8,25,Male,4,8
1644,Store_1644,Large,East,49,Footwear,"Florida, Urban",166.991,0,5,2022-05-28 04:09:28,17,45,Male,4,375
1610,Store_1610,Medium,East,55,Footwear,"Florida, Coastal",206.92200000000003,1,0,2025-09-21 16:32:34,14,45,Female,3,495
1671,Store_1671,Large,South,64,Accessories,"Texas, Urban",477.49300000000005,1,30,2022-06-25 18:13:48,10,65,Male,3,239
1747,Store_1747,Small,East,58,Footwear,"Illinois, Urban",248.86400000000003,0,0,2020-10-11 22:45:41,11,35,Female,4,157
1658,Store_1658,Small,South,72,Accessories,"Texas, Suburban",640.64,0,15,2023-12-13 23:45:32,6,55,Male,1,321
1358,Store_1358,Large,South,66,Accessories,"New York, Industrial",616.46,0,20,2025-01-26 17:22:29,6,45,Female,3,486
1626,Store_1626,Medium,West,24,Electronics,"Texas, Rural",746.425,1,5,2023-03-25 00:36:26,6,18,Female,4,457
1003,Store_1003,Large,East,44,Footwear,"California, Urban",243.18900000000002,1,20,2021-03-17 11:32:36,8,35,Female,3,434
1598,Store_1598,Medium,South,18,Clothing,"Florida, Coastal",37.992,0,5,2022-01-05 11:50:12,6,25,Female,2,355
1557,Store_1557,Large,East,21,Electronics,"Illinois, Rural",647.325,0,10,2021-10-08 03:05:16,9,45,Female,2,384
1082,Store_1082,Small,South,66,Accessories,"New York, Downtown",290.017,0,10,2020-05-06 12:10:50,7,55,Male,1,330
1153,Store_1153,Large,North,69,Accessories,"Florida, Suburban",421.42100000000005,0,0,2024-12-13 09:15:30,7,55,Male,5,18
1505,Store_1505,Medium,South,17,Clothing,"Texas, Rural",517.9359999999999,1,5,2023-09-07 18:08:45,10,35,Male,2,334
1508,Store_1508,Medium,East,71,Accessories,"California, Urban",399.854,0,15,2021-10-23 14:11:20,8,35,Female,3,75
1817,Store_1817,Large,South,49,Footwear,"Texas, Suburban",418.188,1,0,2025-01-29 15:19:34,11,25,Male,2,127
1793,Store_1793,Large,East,31,Electronics,"Florida, Coastal",207.83499999999998,1,30,2021-05-28 04:01:15,10,18,Male,3,165
1838,Store_1838,Large,North,64,Accessories,"New York, Industrial",137.254,0,10,2024-09-20 18:58:34,10,55,Female,3,82
1799,Store_1799,Medium,South,73,Accessories,"Illinois, Suburban",376.704,1,5,2021-06-16 01:26:52,9,65,Female,4,83
1622,Store_1622,Large,West,19,Clothing,"Florida, Coastal",387.10799999999995,0,10,2023-05-18 05:23:01,11,25,Female,3,43
1628,Store_1628,Large,South,43,Footwear,"New York, Downtown",480.88700000000006,0,10,2020-07-02 08:14:04,10,35,Male,4,48
1096,Store_1096,Large,South,61,Accessories,"Florida, Urban",546.2370000000001,1,0,2021-03-19 02:39:02,13,65,Female,3,170
1939,Store_1939,Medium,North,17,Clothing,"California, Suburban",603.568,1,15,2025-03-01 13:18:52,11,25,Female,5,462
1281,Store_1281,Medium,North,77,Accessories,"Texas, Suburban",638.563,1,20,2021-12-14 07:13:13,11,55,Female,6,19
1700,Store_1700,Large,East,7,Clothing,"Illinois, Rural",388.62399999999997,1,0,2021-11-06 02:19:16,11,35,Female,2,351
1599,Store_1599,Large,East,14,Clothing,"New York, Industrial",308.03999999999996,0,15,2022-09-28 13:37:42,12,18,Male,2,243
1818,Store_1818,Large,East,45,Footwear,"Illinois, Suburban",420.981,0,15,2021-06-14 11:08:13,7,45,Female,4,418
1954,Store_1954,Large,East,74,Accessories,"Illinois, Rural",179.49099999999999,0,30,2020-02-17 11:20:03,10,45,Female,4,98
1598,Store_1598,Large,South,51,Footwear,"Illinois, Rural",200.92600000000002,0,15,2021-10-08 10:55:41,7,25,Female,4,48
1933,Store_1933,Small,North,3,Clothing,"New York, Downtown",473.068,1,10,2022-06-25 07:50:06,14,18,Female,5,33
1537,Store_1537,Large,East,26,Electronics,"New York, Suburban",713.235,0,15,2021-01-31 10:32:32,12,35,Female,4,368
1891,Store_1891,Large,East,67,Accessories,"Illinois, Rural",583.349,0,10,2022-08-12 03:41:33,4,35,Male,3,420
1428,Store_1428,Medium,North,39,Electronics,"Texas, Rural",68.55000000000001,0,5,2024-06-28 10:18:18,12,18,Male,3,222
1542,Store_1542,Large,North,69,Accessories,"Florida, Suburban",160.732,0,20,2024-11-22 10:21:12,10,55,Female,3,430
1125,Store_1125,Large,East,42,Footwear,"Illinois, Suburban",168.312,1,15,2025-01-21 20:26:36,9,25,Male,4,341
1709,Store_1709,Large,South,52,Footwear,"California, Suburban",217.536,0,30,2025-06-07 14:02:13,14,35,Female,3,127
1300,Store_1300,Medium,West,47,Footwear,"Illinois, Suburban",49.126,0,0,2025-06-02 23:17:35,13,45,Female,3,438
1542,Store_1542,Large,South,50,Footwear,"New York, Industrial",145.443,1,15,2020-11-04 09:49:22,9,35,Male,4,359
1366,Store_1366,Large,West,60,Footwear,"Florida, Suburban",407.00100000000003,1,10,2024-06-03 04:29:51,7,35,Female,4,444
1828,Store_1828,Medium,East,35,Electronics,"California, Urban",194.67000000000002,0,15,2023-02-06 10:55:52,5,25,Female,3,297
1943,Store_1943,Large,East,59,Footwear,"Florida, Coastal",529.0350000000001,1,0,2020-02-18 22:23:04,15,35,Male,3,147
1743,Store_1743,Large,South,6,Clothing,"Florida, Suburban",270.748,1,0,2020-08-04 17:37:15,4,18,Female,4,372
1044,Store_1044,Large,North,20,Clothing,"California, Urban",70.62,0,15,2025-11-27 00:23:00,2,18,Male,1,304
1492,Store_1492,Large,East,33,Electronics,"Illinois, Rural",634.365,0,10,2023-05-02 22:05:22,8,35,Male,2,38
1315,Store_1315,Large,South,80,Accessories,"Illinois, Urban",596.1800000000001,0,0,2021-08-25 08:41:28,10,65,Male,3,352
1188,Store_1188,Small,West,12,Clothing,"Illinois, Suburban",557.736,0,15,2024-12-20 18:33:40,7,35,Male,4,484
1051,Store_1051,Small,North,78,Accessories,"Texas, Suburban",327.639,0,10,2023-10-27 15:55:04,9,65,Male,3,148
1563,Store_1563,Large,East,36,Electronics,"Illinois, Urban",691.575,0,30,2021-01-17 01:51:23,10,45,Female,4,47
1331,Store_1331,Small,East,71,Accessories,"California, Suburban",474.75,1,20,2020-11-04 10:57:19,10,45,Male,4,480
1498,Store_1498,Large,South,71,Accessories,"Texas, Urban",147.605,1,20,2025-12-25 02:03:50,9,45,Female,4,121
1976,Store_1976,Small,West,61,Accessories,"Illinois, Rural",362.638,1,15,2025-12-17 11:33:36,12,65,Female,3,303
1317,Store_1317,Large,North,61,Accessories,"Texas, Urban",288.71700000000004,0,15,2024-02-26 03:37:34,13,55,Male,5,298
1409,Store_1409,Small,East,27,Electronics,"California, Urban",346.53000000000003,0,25,2021-06-12 22:32:48,18,35,Female,2,483
1322,Store_1322,Large,East,7,Clothing,"Illinois, Suburban",265.036,1,20,2021-07-25 18:33:25,10,35,Female,2,396
1590,Store_1590,Large,South,44,Footwear,"New York, Industrial",115.468,1,0,2023-06-22 13:11:54,10,45,Female,4,281
1560,Store_1560,Large,North,74,Accessories,"California, Coastal",261.456,0,10,2024-03-18 06:30:44,10,45,Female,4,57
1229,Store_1229,Medium,North,5,Clothing,"Florida, Suburban",313.056,0,10,2024-06-06 09:58:17,7,35,Male,4,349
1343,Store_1343,Large,South,12,Clothing,"Florida, Urban",189.97599999999997,1,5,2021-06-17 08:37:04,3,18,Female,1,409
1370,Store_1370,Medium,South,24,Electronics,"California, Urban",,,20,2023-01-06 10:24:39,9,,,,417
1989,Store_1989,Medium,South,3,Clothing,"Florida, Coastal",128.56799999999998,0,10,2023-12-28 03:11:37,10,18,Female,2,104
1555,Store_1555,Large,South,38,Electronics,"California, Coastal",156.84,0,10,2023-02-09 12:48:31,4,45,Male,3,466
1291,Store_1291,Large,North,65,Accessories,"New York, Downtown",297.583,0,30,2025-10-02 05:32:45,15,55,Female,5,493
1436,Store_1436,Large,West,66,Accessories,"California, Suburban",156.185,1,15,2022-10-16 16:09:21,11,35,Female,1,376
1246,Store_1246,Large,East,54,Footwear,"Illinois, Urban",407.63900000000007,1,20,2022-12-12 07:14:35,11,45,Male,3,379
1939,Store_1939,Medium,North,46,Footwear,"Illinois, Rural",,,5,2023-06-22 23:01:21,9,,,,427
1218,Store_1218,Small,East,60,Footwear,"Texas, Urban",517.33,0,15,2024-12-17 04:15:28,10,35,Female,4,308
1533,Store_1533,Medium,East,12,Clothing,"Florida, Coastal",48.888,0,20,2024-04-10 19:55:16,9,18,Female,3,228
1641,Store_1641,Large,North,72,Accessories,"Florida, Urban",210.444,0,20,2024-12-06 11:29:25,11,45,Female,4,56
1518,Store_1518,Large,East,28,Electronics,"California, Suburban",557.6850000000001,0,25,2020-11-22 16:44:11,12,45,Male,5,312
1783,Store_1783,Small,East,60,Footwear,"Florida, Coastal",390.09400000000005,1,0,2024-12-06 01:43:43,13,25,Female,5,125
1471,Store_1471,Small,East,22,Electronics,"Illinois, Urban",324.165,0,20,2024-11-02 02:55:46,15,18,Male,2,220
1349,Store_1349,Medium,East,25,Electronics,"New York, Industrial",654.5999999999999,0,0,2022-11-24 02:49:30,6,25,Female,2,350
1043,Store_1043,Large,East,58,Footwear,"California, Urban",49.467000000000006,0,10,2024-01-24 09:03:30,9,35,Female,3,457
1751,Store_1751,Small,North,63,Accessories,"Florida, Suburban",337.298,0,10,2020-04-16 13:00:10,8,55,Female,5,228
1877,Store_1877,Large,South,56,Footwear,"Illinois, Urban",129.02,1,10,2021-08-12 22:34:46,15,35,Male,4,131
1064,Store_1064,Medium,East,25,Electronics,"Texas, Suburban",289.84499999999997,0,25,2024-09-17 16:15:35,7,45,Female,3,104
1245,Store_1245,Large,North,49,Footwear,"Florida, Urban",387.79400000000004,0,15,2022-11-27 20:06:02,10,35,Male,4,494
1986,Store_1986,Small,South,26,Electronics,"New York, Industrial",97.75,1,5,2021-05-28 18:43:08,9,35,Male,1,60
1584,Store_1584,Medium,South,39,Electronics,"New York, Industrial",57.175,1,10,2024-08-08 04:01:37,12,25,Female,3,431
1070,Store_1070,Large,South,56,Footwear,"Florida, Suburban",237.83100000000002,0,0,2022-03-30 14:15:51,8,35,Female,4,103
1708,Store_1708,Large,North,7,Clothing,"Florida, Coastal",181.6,1,15,2021-02-05 04:53:45,12,18,Female,1,24
1700,Store_1700,Large,South,44,Footwear,"Illinois, Urban",399.355,0,10,2023-01-03 20:44:18,14,45,Female,3,439
1157,Store_1157,Small,East,16,Clothing,"Florida, Suburban",50.544,0,10,2022-06-12 23:34:05,11,35,Male,5,336
1937,Store_1937,Large,South,40,Electronics,"Texas, Rural",735.385,1,20,2023-03-25 00:12:05,14,45,Female,2,161
1474,Store_1474,Small,South,37,Electronics,"Illinois, Rural",471.255,0,20,2025-10-16 13:42:27,8,45,Female,3,232
1841,Store_1841,Large,North,19,Clothing,"California, Coastal",306.74399999999997,0,15,2025-04-30 17:29:09,9,18,Female,2,386
1024,Store_1024,Small,East,37,Electronics,"Texas, Rural",328.225,1,25,2022-12-05 03:09:07,6,35,Female,3,409
1849,Store_1849,Small,East,13,Clothing,"Illinois, Urban",,,15,2022-01-21 09:09:56,12,,,,39
1582,Store_1582,Medium,South,2,Clothing,"Illinois, Urban",231.51999999999998,1,15,2025-03-25 06:53:54,12,25,Female,4,500
1824,Store_1824,Medium,North,22,Electronics,"New York, Downtown",586.05,0,0,2022-02-07 06:27:47,17,35,Male,3,387
